Longitude,Latitude,datetime,Bounds,UHI Index
-73.90949333,40.81209333,2021-07-24 15:53:00,"(-73.91847644174992, 40.779681513864055, -73.90051021825009, 40.84450514613595)",1.010815469
-73.90952167,40.81203167,2021-07-24 15:53:00,"(-73.91850478174992, 40.77961979828614, -73.90053855825009, 40.844443541713865)",1.010815469
-73.90953,40.81198167,2021-07-24 15:53:00,"(-73.91851311174992, 40.77956978195004, -73.90054688825009, 40.844393558049966)",1.010815469
-73.90954833,40.81194,2021-07-24 15:54:00,"(-73.91853144174992, 40.779528076002705, -73.9005652182501, 40.844351923997294)",1.010815469
-73.90956333,40.8119,2021-07-24 15:54:00,"(-73.91854644174991, 40.77948804658585, -73.90058021825008, 40.844311953414156)",1.010815469
-73.90958167,40.81186333,2021-07-24 15:54:00,"(-73.91856478174991, 40.779451340618756, -73.90059855825008, 40.84427531938125)",1.010815469
-73.9096,40.81181167,2021-07-24 15:54:00,"(-73.91858311174991, 40.779399644671194, -73.90061688825008, 40.8442236953288)",1.012979184
-73.909615,40.81175333,2021-07-24 15:54:00,"(-73.91859811174992, 40.77934127525415, -73.90063188825009, 40.84416538474586)",1.012979184
-73.90963167,40.8117,2021-07-24 15:54:00,"(-73.91861478174991, 40.779287912561934, -73.90064855825008, 40.84411208743807)",1.012979184
-73.90964667,40.81164333,2021-07-24 15:54:00,"(-73.91862978174991, 40.77923121314476, -73.90066355825009, 40.84405544685524)",1.012979184
-73.90966167,40.81157833,2021-07-24 15:54:00,"(-73.91864478174992, 40.77916618372754, -73.90067855825009, 40.84399047627247)",1.012979184
-73.909675,40.81151,2021-07-24 15:54:00,"(-73.9186581117499, 40.77909782758538, -73.90069188825008, 40.843922172414615)",1.012979184
-73.90969333,40.81144167,2021-07-24 15:54:00,"(-73.91867644174991, 40.7790294616374, -73.90071021825008, 40.8438538783626)",1.012979184
-73.909705,40.81137667,2021-07-24 15:54:00,"(-73.91868811174992, 40.77896443875067, -73.90072188825009, 40.84378890124933)",1.012979184
-73.90971333,40.81132,2021-07-24 15:54:00,"(-73.91869644174992, 40.77890775241419, -73.90073021825009, 40.84373224758581)",1.012979184
-73.909745,40.81123,2021-07-24 15:54:00,"(-73.91872811174991, 40.77881769030404, -73.90076188825009, 40.843642309695966)",1.012979184
-73.909755,40.81120333,2021-07-24 15:54:00,"(-73.91873811174992, 40.778791000692316, -73.90077188825009, 40.84361565930768)",1.012979184
-73.90977,40.81116167,2021-07-24 15:54:00,"(-73.91875311174991, 40.77874931127469, -73.90078688825008, 40.84357402872531)",1.015142899
-73.90978667,40.81111833,2021-07-24 15:54:00,"(-73.91876978174992, 40.77870593858184, -73.90080355825009, 40.84353072141816)",1.015263105
-73.90980833,40.81106,2021-07-24 15:54:00,"(-73.91879144174992, 40.77864756610259, -73.90082521825009, 40.843472433897404)",1.015263105
-73.909875,40.810865,2021-07-24 15:54:00,"(-73.91885811174991, 40.77845243534975, -73.90089188825009, 40.84327756465025)",1.019590535
-73.9099,40.81081,2021-07-24 15:54:00,"(-73.9188831117499, 40.77839738631959, -73.90091688825008, 40.8432226136804)",1.019590535
-73.90992833,40.81075333,2021-07-24 15:54:00,"(-73.91891144174991, 40.77834066075844, -73.90094521825009, 40.843165999241556)",1.02175425
-73.909965,40.810705,2021-07-24 15:54:00,"(-73.91894811174991, 40.77829225884048, -73.90098188825009, 40.84311774115952)",1.02175425
-73.90995167,40.81062833,2021-07-24 15:54:00,"(-73.91893478174991, 40.778215614983594, -73.90096855825009, 40.843041045016406)",1.023917965
-73.90991333,40.8106,2021-07-24 15:54:00,"(-73.91889644174991, 40.77818736017666, -73.90093021825008, 40.84301263982334)",1.02175425
-73.90974333,40.810515,2021-07-24 15:54:00,"(-73.91872644174991, 40.77810269357919, -73.90076021825008, 40.84292730642081)",1.02175425
-73.90966667,40.810495,2021-07-24 15:54:00,"(-73.9186497817499, 40.77808284392179, -73.90068355825008, 40.84290715607822)",1.019590535
-73.90959167,40.81047333,2021-07-24 15:54:00,"(-73.91857478174991, 40.77806132100744, -73.90060855825008, 40.84288533899256)",1.019590535
-73.90951833,40.810445,2021-07-24 15:54:00,"(-73.91850144174991, 40.778033134836264, -73.90053521825008, 40.84285686516374)",1.019590535
-73.90944,40.81042333,2021-07-24 15:54:00,"(-73.91842311174992, 40.77801161844962, -73.90045688825009, 40.84283504155038)",1.019590535
-73.909385,40.8104,2021-07-24 15:54:00,"(-73.91836811174991, 40.77798839630949, -73.90040188825009, 40.842811603690514)",1.019590535
-73.909345,40.81038,2021-07-24 15:54:00,"(-73.91832811174991, 40.77796847475257, -73.90036188825009, 40.842791525247435)",1.019590535
-73.90925333,40.81033333,2021-07-24 15:54:00,"(-73.91823644174991, 40.77792198452298, -73.90027021825009, 40.842744675477014)",1.01742682
-73.90922333,40.81030667,2021-07-24 15:54:00,"(-73.91820644174992, 40.777895383354355, -73.90024021825009, 40.84271795664565)",1.019590535
-73.90917333,40.81029333,2021-07-24 15:55:00,"(-73.91815644174991, 40.77788214140613, -73.90019021825009, 40.84270451859387)",1.019590535
-73.90911833,40.81028,2021-07-24 15:55:00,"(-73.91810144174991, 40.777868919262374, -73.90013521825009, 40.84269108073762)",1.019590535
-73.909055,40.81026167,2021-07-24 15:55:00,"(-73.91803811174991, 40.77785071345302, -73.90007188825008, 40.842672626546985)",1.019590535
-73.90897833,40.81023833,2021-07-24 15:55:00,"(-73.91796144174991, 40.77782752380217, -73.89999521825008, 40.84264913619782)",1.019590535
-73.908895,40.81021833,2021-07-24 15:55:00,"(-73.91787811174991, 40.77780768720989, -73.89991188825009, 40.84262897279011)",1.019590535
-73.90871333,40.81017333,2021-07-24 15:55:00,"(-73.91769644174991, 40.777763043453525, -73.89973021825008, 40.84258361654647)",1.02175425
-73.90862167,40.810155,2021-07-24 15:55:00,"(-73.91760478174992, 40.77774489319003, -73.89963855825009, 40.84256510680997)",1.02175425
-73.90853667,40.81013833,2021-07-24 15:55:00,"(-73.91751978174992, 40.777728389865054, -73.89955355825009, 40.84254827013495)",1.02175425
-73.90847,40.81012667,2021-07-24 15:55:00,"(-73.91745311174991, 40.777716860595845, -73.89948688825008, 40.84253647940416)",1.023917965
-73.90843167,40.810125,2021-07-24 15:55:00,"(-73.91741478174991, 40.777715265755255, -73.89944855825009, 40.842534734244744)",1.023917965
-73.90818333,40.81009667,2021-07-24 15:55:00,"(-73.91716644174991, 40.77768742270417, -73.89920021825009, 40.84250591729583)",1.015263105
-73.9081,40.81007833,2021-07-24 15:55:00,"(-73.91708311174992, 40.777669246095506, -73.89911688825009, 40.8424874139045)",1.015263105
-73.90800833,40.81006,2021-07-24 15:55:00,"(-73.91699144174991, 40.77765109583772, -73.89902521825009, 40.84246890416228)",1.01309939
-73.90791833,40.81004,2021-07-24 15:55:00,"(-73.91690144174991, 40.77763127230346, -73.89893521825009, 40.84244872769654)",1.01309939
-73.90782333,40.810025,2021-07-24 15:55:00,"(-73.91680644174991, 40.77761645857068, -73.89884021825009, 40.84243354142933)",1.01309939
-73.907525,40.80997833,2021-07-24 15:55:00,"(-73.91650811174992, 40.77757037349406, -73.8985418882501, 40.84238628650594)",1.010935675
-73.90740667,40.809905,2021-07-24 15:55:00,"(-73.91638978174991, 40.77749727549274, -73.89842355825009, 40.84231272450726)",1.03269303
-73.90739667,40.80987,2021-07-24 15:55:00,"(-73.91637978174991, 40.77746229509865, -73.89841355825008, 40.84227770490134)",1.030529316
-73.90739833,40.80982833,2021-07-24 15:55:00,"(-73.91638144174992, 40.77742062184407, -73.8984152182501, 40.84223603815593)",1.030529316
-73.90741167,40.80977667,2021-07-24 15:55:00,"(-73.91639478174991, 40.77736893568977, -73.89842855825009, 40.842184404310224)",1.026201886
-73.907465,40.80964333,2021-07-24 15:55:00,"(-73.91644811174992, 40.77723549113094, -73.89848188825009, 40.84205116886906)",1.026201886
-73.90749167,40.80957167,2021-07-24 15:55:00,"(-73.91647478174991, 40.77716377884145, -73.89850855825009, 40.841979561158546)",1.026201886
-73.90751833,40.80950167,2021-07-24 15:55:00,"(-73.91650144174992, 40.7770937265714, -73.89853521825009, 40.841909613428605)",1.028365601
-73.90753833,40.80944167,2021-07-24 15:55:00,"(-73.91652144174991, 40.77703368735894, -73.89855521825008, 40.84184965264106)",1.028365601
-73.90755,40.80939833,2021-07-24 15:55:00,"(-73.91653311174991, 40.776990324478426, -73.89856688825009, 40.841806335521575)",1.028365601
-73.90761333,40.80920333,2021-07-24 15:55:00,"(-73.91659644174992, 40.77679520031135, -73.89863021825009, 40.84161145968866)",1.04134789
-73.90763833,40.80913833,2021-07-24 15:55:00,"(-73.91662144174991, 40.77673015129517, -73.89865521825008, 40.84154650870484)",1.04134789
-73.90766,40.80906667,2021-07-24 15:55:00,"(-73.91664311174992, 40.77665844880782, -73.8986768882501, 40.84147489119218)",1.03702046
-73.90768,40.80899,2021-07-24 15:55:00,"(-73.91666311174991, 40.77658173959467, -73.89869688825009, 40.841398260405334)",1.03702046
-73.90770167,40.80891167,2021-07-24 15:55:00,"(-73.91668478174991, 40.7765033671071, -73.89871855825008, 40.841319972892904)",1.039184175
-73.90772667,40.808825,2021-07-24 15:55:00,"(-73.91670978174992, 40.776416648090375, -73.89874355825009, 40.84123335190962)",1.039184175
-73.90775667,40.808735,2021-07-24 15:55:00,"(-73.91673978174991, 40.776326589270106, -73.89877355825008, 40.84114341072989)",1.026201886
-73.907785,40.80864333,2021-07-24 15:55:00,"(-73.91676811174992, 40.776234863723964, -73.89880188825009, 40.84105179627604)",1.026201886
-73.90781833,40.80855,2021-07-24 15:55:00,"(-73.91680144174991, 40.77614146837414, -73.89883521825008, 40.84095853162585)",1.024038171
-73.90785667,40.80845667,2021-07-24 15:55:00,"(-73.91683978174991, 40.77604806320093, -73.89887355825009, 40.840865276799065)",1.024038171
-73.90789333,40.80836,2021-07-24 15:55:00,"(-73.9168764417499, 40.77595132132136, -73.89891021825008, 40.84076867867864)",1.024038171
-73.90792833,40.80826167,2021-07-24 15:55:00,"(-73.91691144174992, 40.77585292269625, -73.89894521825009, 40.84067041730375)",1.024038171
-73.90800833,40.80806667,2021-07-24 15:55:00,"(-73.91699144174991, 40.77565776583772, -73.89902521825009, 40.840475574162284)",1.019710741
-73.90802667,40.80797667,2021-07-24 15:55:00,"(-73.91700978174991, 40.77556772987768, -73.89904355825009, 40.840385610122325)",1.015383311
-73.90804667,40.807885,2021-07-24 15:55:00,"(-73.91702978174992, 40.77547602066271, -73.89906355825009, 40.84029397933729)",1.015383311
-73.90808667,40.80778833,2021-07-24 15:55:00,"(-73.91706978174992, 40.77537927223247, -73.89910355825009, 40.84019738776753)",1.006728452
-73.90813,40.80769167,2021-07-24 15:55:00,"(-73.91711311174991, 40.775282527272466, -73.89914688825009, 40.84010081272753)",1.006728452
-73.90817333,40.80759667,2021-07-24 15:55:00,"(-73.91715644174991, 40.77518744231201, -73.89919021825008, 40.840005897687995)",1.004564737
-73.90821333,40.8075,2021-07-24 15:55:00,"(-73.91719644174991, 40.775090693880514, -73.89923021825008, 40.83990930611948)",1.004564737
-73.908245,40.80741333,2021-07-24 15:55:00,"(-73.9172281117499, 40.775003961782105, -73.89926188825008, 40.8398226982179)",1.004564737
-73.90827,40.80732833,2021-07-24 15:55:00,"(-73.91725311174991, 40.77491891276202, -73.89928688825009, 40.839737747237976)",1.004564737
-73.90829833,40.80723833,2021-07-24 15:55:00,"(-73.9172814417499, 40.774828857212285, -73.89931521825008, 40.83964780278771)",1.000237307
-73.90836333,40.80704833,2021-07-24 15:56:00,"(-73.91734644174991, 40.774638729758905, -73.89938021825009, 40.839457930241096)",1.000237307
-73.90839667,40.806955,2021-07-24 15:56:00,"(-73.91737978174991, 40.774545334384726, -73.89941355825009, 40.83936466561528)",1.000357514
-73.90842833,40.80687167,2021-07-24 15:56:00,"(-73.91741144174992, 40.774461942304484, -73.8994452182501, 40.839281397695515)",1.000357514
-73.908455,40.80679667,2021-07-24 15:56:00,"(-73.91743811174992, 40.77438689000865, -73.89947188825009, 40.839206449991345)",1.004684943
-73.90848,40.80674,2021-07-24 15:56:00,"(-73.91746311174991, 40.77433017098728, -73.89949688825008, 40.83914982901272)",1.004684943
-73.90849667,40.80669667,2021-07-24 15:56:00,"(-73.91747978174992, 40.774286808299735, -73.89951355825009, 40.83910653170027)",1.004684943
-73.90853,40.80663333,2021-07-24 15:56:00,"(-73.91751311174991, 40.77422340294406, -73.89954688825009, 40.839043257055934)",1.006848658
-73.90859333,40.80654167,2021-07-24 15:56:00,"(-73.91757644174992, 40.77413161876164, -73.89961021825009, 40.83895172123836)",1.004684943
-73.90863333,40.80648333,2021-07-24 15:56:00,"(-73.91761644174991, 40.774073200326, -73.89965021825009, 40.838893459674)",1.004684943
-73.908675,40.80643,2021-07-24 15:56:00,"(-73.91765811174992, 40.77401978861525, -73.89969188825009, 40.83884021138475)",1.004684943
-73.90871333,40.80638833,2021-07-24 15:56:00,"(-73.91769644174991, 40.773978043453525, -73.89973021825008, 40.83879861654647)",1.004684943
-73.90875333,40.80634667,2021-07-24 15:56:00,"(-73.91773644174991, 40.773936305016704, -73.89977021825008, 40.8387570349833)",1.004684943
-73.9088,40.80631167,2021-07-24 15:56:00,"(-73.91778311174991, 40.77390121350003, -73.89981688825009, 40.83872212649997)",1.004684943
-73.90885167,40.80628333,2021-07-24 15:56:00,"(-73.91783478174992, 40.77387277217808, -73.89986855825009, 40.83869388782192)",1.004684943
-73.90889833,40.80626,2021-07-24 15:56:00,"(-73.91788144174991, 40.77384935067989, -73.89991521825009, 40.838670649320115)",1.004684943
-73.90893667,40.80624833,2021-07-24 15:56:00,"(-73.91791978174992, 40.773837605496446, -73.89995355825009, 40.83865905450356)",1.004684943
-73.90896333,40.80624333,2021-07-24 15:56:00,"(-73.91794644174992, 40.77383255321687, -73.89998021825009, 40.83865410678313)",1.004684943
-73.909165,40.80621667,2021-07-24 15:56:00,"(-73.91814811174991, 40.7738054977415, -73.90018188825009, 40.8386278422585)",1.015503518
-73.909225,40.806185,2021-07-24 15:56:00,"(-73.91820811174992, 40.77377371007941, -73.9002418882501, 40.83859628992059)",1.015503518
-73.90930167,40.80615,2021-07-24 15:56:00,"(-73.91828478174992, 40.77373855972558, -73.90031855825009, 40.838561440274425)",1.015503518
-73.90947667,40.80609667,2021-07-24 15:56:00,"(-73.91845978174992, 40.77368488653609, -73.90049355825009, 40.838508453463916)",1.015503518
-73.90954667,40.80606833,2021-07-24 15:56:00,"(-73.91852978174991, 40.77365640925817, -73.90056355825008, 40.83848025074183)",1.013339803
-73.909595,40.80603667,2021-07-24 15:56:00,"(-73.91857811174991, 40.77362465447686, -73.90061188825008, 40.83844868552313)",1.013339803
-73.90964667,40.80601333,2021-07-24 15:56:00,"(-73.91862978174991, 40.77360121314476, -73.90066355825009, 40.83842544685524)",1.011176088
-73.9097,40.80599,2021-07-24 15:56:00,"(-73.91868311174991, 40.77357777855647, -73.90071688825009, 40.83840222144353)",1.011176088
-73.90976,40.80597167,2021-07-24 15:56:00,"(-73.91874311174992, 40.77355933088644, -73.90077688825009, 40.838384009113554)",1.004684943
-73.90987167,40.80591167,2021-07-24 15:56:00,"(-73.91885478174991, 40.773499111880554, -73.90088855825009, 40.83832422811945)",1.004684943
-73.90990833,40.80590333,2021-07-24 15:56:00,"(-73.9188914417499, 40.773490699982716, -73.90092521825008, 40.83831596001728)",1.004684943
-73.90994667,40.805895,2021-07-24 15:56:00,"(-73.91892978174991, 40.7734822947897, -73.90096355825008, 40.8383077052103)",1.002521229
-73.90998333,40.80588667,2021-07-24 15:57:00,"(-73.91896644174992, 40.77347389289118, -73.90100021825009, 40.83829944710882)",1.002521229
-73.910005,40.80574833,2021-07-24 15:57:00,"(-73.91898811174991, 40.77333551039128, -73.90102188825009, 40.83816114960872)",1.011296294
-73.90990833,40.80571167,2021-07-24 15:57:00,"(-73.9188914417499, 40.77329903998272, -73.90092521825008, 40.838124300017284)",1.011296294
-73.90979167,40.80562667,2021-07-24 15:57:00,"(-73.91877478174992, 40.77321426877593, -73.90080855825009, 40.838039071224074)",1.011296294
-73.90964,40.80555333,2021-07-24 15:57:00,"(-73.91862311174991, 40.773141226225604, -73.90065688825008, 40.8379654337744)",1.013460009
-73.90940833,40.80539,2021-07-24 15:57:00,"(-73.91839144174992, 40.77297835055739, -73.90042521825009, 40.83780164944262)",1.013460009
-73.90931,40.80531333,2021-07-24 15:57:00,"(-73.91829311174992, 40.77290187338993, -73.90032688825009, 40.83772478661007)",1.011296294
-73.90921167,40.80523667,2021-07-24 15:57:00,"(-73.91819478174992, 40.77282540622008, -73.90022855825009, 40.83764793377992)",1.011296294
-73.90911833,40.80516667,2021-07-24 15:57:00,"(-73.91810144174991, 40.772755589262374, -73.90013521825009, 40.83757775073762)",1.011296294
-73.90902667,40.80509833,2021-07-24 15:57:00,"(-73.91800978174992, 40.77268742900805, -73.90004355825009, 40.83750923099195)",1.011296294
-73.90895333,40.80503167,2021-07-24 15:58:00,"(-73.91793644174992, 40.77262091282663, -73.89997021825009, 40.837442427173364)",1.015623724
-73.90889167,40.80498833,2021-07-24 15:58:00,"(-73.91787478174992, 40.77257769373988, -73.89990855825009, 40.83739896626012)",1.015623724
-73.90883167,40.804955,2021-07-24 15:58:00,"(-73.91781478174991, 40.77254448139703, -73.89984855825008, 40.83736551860297)",1.015623724
-73.90870167,40.80489167,2021-07-24 15:58:00,"(-73.91768478174991, 40.772481406317794, -73.89971855825009, 40.83730193368221)",1.019951154
-73.90863833,40.80486167,2021-07-24 15:58:00,"(-73.91762144174992, 40.772451530521515, -73.89965521825009, 40.83727180947849)",1.019951154
-73.90858,40.80483667,2021-07-24 15:58:00,"(-73.91756311174991, 40.77242664490023, -73.89959688825009, 40.83724669509977)",1.019951154
-73.90852667,40.804815,2021-07-24 15:58:00,"(-73.91750978174991, 40.77240507947376, -73.89954355825009, 40.83722492052624)",1.019951154
-73.90847333,40.80479667,2021-07-24 15:58:00,"(-73.91745644174992, 40.7723868540662, -73.8994902182501, 40.837206485933805)",1.017787439
-73.90842333,40.80478,2021-07-24 15:58:00,"(-73.91740644174992, 40.77237028210871, -73.89944021825009, 40.83718971789129)",1.017787439
-73.90837333,40.80476667,2021-07-24 15:58:00,"(-73.91735644174992, 40.7723570501506, -73.89939021825009, 40.837176289849396)",1.017787439
-73.908315,40.80474,2021-07-24 15:58:00,"(-73.91729811174991, 40.7723304945255, -73.89933188825009, 40.83714950547451)",1.017787439
-73.90824,40.80463667,2021-07-24 15:58:00,"(-73.91722311174992, 40.7722273115861, -73.8992568882501, 40.8370460284139)",1.017787439
-73.90812,40.804555,2021-07-24 15:58:00,"(-73.91710311174991, 40.772145876880174, -73.89913688825008, 40.83696412311983)",1.013460009
-73.90805,40.80449833,2021-07-24 15:58:00,"(-73.91703311174992, 40.772089344133406, -73.89906688825009, 40.8369073158666)",1.013460009
-73.90797167,40.80446,2021-07-24 15:58:00,"(-73.91695478174991, 40.77205116771834, -73.89898855825008, 40.83686883228166)",1.013460009
-73.90789,40.80441167,2021-07-24 15:58:00,"(-73.91687311174991, 40.772002997850535, -73.89890688825008, 40.836820342149466)",1.011296294
-73.90774667,40.80431833,2021-07-24 15:58:00,"(-73.91672978174991, 40.77190993887689, -73.89876355825008, 40.836726721123114)",1.011296294
-73.90767833,40.804275,2021-07-24 15:58:00,"(-73.91666144174991, 40.771866742868966, -73.89869521825008, 40.83668325713103)",1.011296294
-73.907605,40.804235,2021-07-24 15:58:00,"(-73.91658811174992, 40.771826886643495, -73.89862188825009, 40.8366431133565)",1.011296294
-73.907515,40.80420833,2021-07-24 15:58:00,"(-73.91649811174992, 40.771800393100264, -73.89853188825009, 40.83661626689974)",1.011296294
-73.90745167,40.804175,2021-07-24 15:58:00,"(-73.91643478174991, 40.77176718726581, -73.89846855825009, 40.83658281273419)",1.013460009
-73.90736167,40.804135,2021-07-24 15:58:00,"(-73.91634478174991, 40.771727363719165, -73.89837855825009, 40.83654263628084)",1.013460009
-73.90721833,40.80409667,2021-07-24 15:58:00,"(-73.91620144174992, 40.77168931474641, -73.8982352182501, 40.83650402525359)",1.013460009
-73.90718,40.80413667,2021-07-24 15:58:00,"(-73.91616311174991, 40.77172938989397, -73.89819688825008, 40.83654395010603)",1.013460009
-73.907135,40.80417833,2021-07-24 15:58:00,"(-73.91611811174991, 40.77177113811788, -73.89815188825008, 40.83658552188212)",1.013460009
-73.90709,40.80422333,2021-07-24 15:58:00,"(-73.91607311174991, 40.771816226341286, -73.89810688825008, 40.83663043365871)",1.00913258
-73.90704333,40.80427167,2021-07-24 15:58:00,"(-73.9160264417499, 40.77186465783823, -73.89806021825008, 40.83667868216177)",1.00913258
-73.906985,40.80432667,2021-07-24 15:58:00,"(-73.91596811174992, 40.77191977219396, -73.89800188825009, 40.83673356780604)",1.00913258
-73.90693,40.80438,2021-07-24 15:58:00,"(-73.91591311174992, 40.77197321002046, -73.89794688825009, 40.83678678997954)",1.00913258
-73.906875,40.80442667,2021-07-24 15:58:00,"(-73.91585811174991, 40.772019987846214, -73.89789188825009, 40.83683335215378)",1.006968865
-73.90682833,40.80446833,2021-07-24 15:59:00,"(-73.91581144174991, 40.772061739340685, -73.89784521825008, 40.83687492065931)",1.007089071
-73.90678333,40.8045,2021-07-24 15:59:00,"(-73.91576644174991, 40.772093497560675, -73.89780021825008, 40.83690650243932)",1.007089071
-73.90674167,40.80451333,2021-07-24 15:59:00,"(-73.91572478174992, 40.77210690923235, -73.89775855825009, 40.83691975076765)",1.007089071
-73.9067,40.80451,2021-07-24 15:59:00,"(-73.91568311174991, 40.77210366092319, -73.89771688825009, 40.83691633907681)",1.004925356
-73.90665667,40.80448833,2021-07-24 15:59:00,"(-73.91563978174992, 40.77208207586788, -73.89767355825009, 40.83689458413212)",1.004925356
-73.90660667,40.80445333,2021-07-24 15:59:00,"(-73.91558978174992, 40.77204717388795, -73.89762355825009, 40.836859486112054)",1.007089071
-73.90655667,40.80441167,2021-07-24 15:59:00,"(-73.91553978174991, 40.7720056119074, -73.89757355825009, 40.8368177280926)",1.007089071
-73.90649,40.80436667,2021-07-24 15:59:00,"(-73.91547311174992, 40.77196074260558, -73.89750688825009, 40.83677259739442)",1.007089071
-73.906415,40.80432333,2021-07-24 15:59:00,"(-73.91539811174991, 40.77191754963236, -73.89743188825008, 40.83672911036764)",1.007089071
-73.90633,40.804275,2021-07-24 15:59:00,"(-73.91531311174991, 40.77186938626103, -73.89734688825008, 40.83668061373896)",1.007089071
-73.90624167,40.80422333,2021-07-24 15:59:00,"(-73.91522478174991, 40.771817889415736, -73.89725855825009, 40.83662877058426)",1.007089071
-73.90606,40.80412,2021-07-24 15:59:00,"(-73.91504311174991, 40.77171491554027, -73.89707688825008, 40.83652508445972)",1.007089071
-73.90597,40.80407,2021-07-24 15:59:00,"(-73.91495311174991, 40.77166509196269, -73.89698688825008, 40.83647490803732)",1.007089071
-73.90573333,40.80394333,2021-07-24 15:59:00,"(-73.91471644174992, 40.77153888588527, -73.89675021825009, 40.836347774114735)",1.007089071
-73.90568167,40.803915,2021-07-24 15:59:00,"(-73.91466478174992, 40.771510657147815, -73.8966985582501, 40.83631934285219)",1.007089071
-73.90563,40.80389167,2021-07-24 15:59:00,"(-73.91461311174992, 40.77148742842929, -73.89664688825009, 40.83629591157071)",1.000597926
-73.90562667,40.803875,2021-07-24 15:59:00,"(-73.91460978174992, 40.771470764956604, -73.89664355825009, 40.83627923504339)",1.000597926
-73.905605,40.80382333,2021-07-24 15:59:00,"(-73.91458811174991, 40.771419137433064, -73.89662188825008, 40.836227522566936)",0.998434212
-73.90562833,40.803785,2021-07-24 15:59:00,"(-73.91461144174991, 40.771380761702744, -73.89664521825009, 40.83618923829725)",0.998434212
-73.90566833,40.80373833,2021-07-24 15:59:00,"(-73.91465144174991, 40.77133401329641, -73.89668521825008, 40.83614264670359)",0.998434212
-73.90572167,40.80368667,2021-07-24 15:59:00,"(-73.91470478174992, 40.771282248740945, -73.89673855825009, 40.83609109125905)",0.998434212
-73.90577667,40.80363333,2021-07-24 15:59:00,"(-73.91475978174991, 40.77122880093086, -73.89679355825008, 40.83603785906914)",1.000597926
-73.90583167,40.80357833,2021-07-24 15:59:00,"(-73.91481478174991, 40.771173693120026, -73.89684855825008, 40.835982966879975)",1.000597926
-73.90588333,40.80352833,2021-07-24 15:59:00,"(-73.91486644174991, 40.77112359185558, -73.89690021825008, 40.83593306814442)",0.998434212
-73.90592667,40.80348333,2021-07-24 15:59:00,"(-73.91490978174991, 40.771078506899556, -73.89694355825009, 40.83588815310044)",0.998434212
-73.90596667,40.80344333,2021-07-24 15:59:00,"(-73.91494978174991, 40.77103842849027, -73.89698355825008, 40.83584823150973)",0.998434212
-73.906,40.80340833,2021-07-24 15:59:00,"(-73.91498311174992, 40.77100336315544, -73.89701688825009, 40.83581329684457)",0.998434212
-73.90602333,40.80338333,2021-07-24 15:59:00,"(-73.91500644174991, 40.770978317422845, -73.89704021825008, 40.83578834257716)",0.996270497
-73.90607,40.80331667,2021-07-24 15:59:00,"(-73.91505311174991, 40.77091156593766, -73.89708688825009, 40.83572177406234)",0.991943067
-73.90609333,40.80328,2021-07-24 15:59:00,"(-73.91507644174992, 40.77087485020466, -73.89711021825009, 40.83568514979534)",0.989779352
-73.90617,40.80319667,2021-07-24 15:59:00,"(-73.91515311174992, 40.770791369910164, -73.89718688825009, 40.83560197008983)",0.989779352
-73.90625667,40.80311667,2021-07-24 15:59:00,"(-73.91523978174992, 40.770711200011135, -73.89727355825009, 40.83552213998887)",0.987615637
-73.90634667,40.803035,2021-07-24 15:59:00,"(-73.91532978174992, 40.77062935358235, -73.89736355825009, 40.83544064641765)",0.987615637
